"scenario_label","method_label","n_counts","mean_term1_correct","mean_term1_incorrect","mean_term2_correct","mean_term2_incorrect","mean_term1_diff","mean_term2_diff"
"Scenario 3: Dispersed (α=0.4,0.6,3)","Non-Multinomial",25,0.20063690679047,0.28699144708343,0.0859110521922825,0.164415220301141,-0.08635454029296,-0.0785041681088588
"Scenario 3: Dispersed (α=0.4,0.6,3)","Non-Multinomial",50,0.185732280134388,0.277696828427992,0.0859110521922825,0.164415220301141,-0.0919645482936037,-0.0785041681088588
"Scenario 3: Dispersed (α=0.4,0.6,3)","Non-Multinomial",100,0.177738410160202,0.272888952842124,0.0859110521922825,0.164415220301141,-0.0951505426819219,-0.0785041681088588
"Scenario 3: Dispersed (α=0.4,0.6,3)","Non-Multinomial",500,0.171377644018485,0.26941674788709,0.0859110521922825,0.164415220301141,-0.098039103868605,-0.0785041681088588
"Scenario 4: Less Misspecified (α=4,5,11)","Multinomial",1,0.567579693305359,0.746800814318151,0.289162988445873,0.421188592620842,-0.179221121012792,-0.132025604174969
"Scenario 4: Less Misspecified (α=4,5,11)","Multinomial",2,0.486246387531438,0.623040454032469,0.243977477523436,0.331874939894162,-0.136794066501031,-0.0878974623707265
"Scenario 4: Less Misspecified (α=4,5,11)","Multinomial",3,0.432092840314644,0.551438847077728,0.216895877013499,0.284133464479141,-0.119346006763084,-0.0672375874656427
"Scenario 4: Less Misspecified (α=4,5,11)","Multinomial",4,0.392555393227265,0.503879965935488,0.198611166727339,0.254268953491896,-0.111324572708223,-0.0556577867645579
"Scenario 4: Less Misspecified (α=4,5,11)","Multinomial",5,0.364083481183554,0.471490815949513,0.184557920453237,0.233918238404486,-0.107407334765959,-0.0493603179512489
"Scenario 4: Less Misspecified (α=4,5,11)","Multinomial",10,0.289846513241478,0.394616303090404,0.146355517339309,0.182028210849479,-0.104769789848926,-0.0356726935101702
"Scenario 4: Less Misspecified (α=4,5,11)","Multinomial",25,0.226294816001681,0.337590345596957,0.114168537264739,0.141169292053602,-0.111295529595276,-0.0270007547888636
"Scenario 4: Less Misspecified (α=4,5,11)","Multinomial",50,0.199873642862054,0.316719347836664,0.10068506415306,0.124722405407238,-0.11684570497461,-0.0240373412541789
"Scenario 4: Less Misspecified (α=4,5,11)","Multinomial",100,0.185338558425592,0.306203901904004,0.0932679543877978,0.115230205110238,-0.120865343478411,-0.0219622507224402
"Scenario 4: Less Misspecified (α=4,5,11)","Multinomial",500,0.172523769107652,0.298112748536595,0.0863830039877653,0.107562119338791,-0.125588979428943,-0.0211791153510253
"Scenario 4: Less Misspecified (α=4,5,11)","Non-Multinomial",1,0.521567138316764,0.663018365689291,0.0851885599339234,0.104625905121855,-0.141451227372527,-0.0194373451879316
"Scenario 4: Less Misspecified (α=4,5,11)","Non-Multinomial",2,0.4246043002722,0.516967233890364,0.0851885599339234,0.104625905121855,-0.0923629336181638,-0.0194373451879316
"Scenario 4: Less Misspecified (α=4,5,11)","Non-Multinomial",3,0.361167770879085,0.449459701463698,0.0851885599339234,0.104625905121855,-0.0882919305846134,-0.0194373451879316
"Scenario 4: Less Misspecified (α=4,5,11)","Non-Multinomial",4,0.320348378791166,0.411842237808274,0.0851885599339234,0.104625905121855,-0.0914938590171085,-0.0194373451879316
"Scenario 4: Less Misspecified (α=4,5,11)","Non-Multinomial",5,0.294836867605741,0.389841637367979,0.0851885599339234,0.104625905121855,-0.0950047697622385,-0.0194373451879316
"Scenario 4: Less Misspecified (α=4,5,11)","Non-Multinomial",10,0.23973623172551,0.344589272493014,0.0851885599339234,0.104625905121855,-0.104853040767504,-0.0194373451879316
"Scenario 4: Less Misspecified (α=4,5,11)","Non-Multinomial",25,0.199902939627151,0.315044496814657,0.0851885599339234,0.104625905121855,-0.115141557187506,-0.0194373451879316
"Scenario 4: Less Misspecified (α=4,5,11)","Non-Multinomial",50,0.185115987089583,0.305063836140574,0.0851885599339234,0.104625905121855,-0.119947849050991,-0.0194373451879316
"Scenario 4: Less Misspecified (α=4,5,11)","Non-Multinomial",100,0.177494569763283,0.300296976527303,0.0851885599339234,0.104625905121855,-0.12280240676402,-0.0194373451879316
"Scenario 4: Less Misspecified (α=4,5,11)","Non-Multinomial",500,0.170943905099904,0.296851702539166,0.0851885599339234,0.104625905121855,-0.125907797439262,-0.0194373451879316
