"scenario_label","method_label","n_counts","mean_term1_correct","mean_term1_incorrect","mean_term2_correct","mean_term2_incorrect","mean_term1_diff","mean_term2_diff"
"S6: Ultra Dispersed (100x)","Multinomial",10,0.37038127143432,0.743284588435727,0.183708282625302,0.437990081906441,-0.372903317001406,-0.254281799281139
"S6: Ultra Dispersed (100x)","Multinomial",25,0.275445893387061,0.722386302782777,0.136131039546023,0.434844987500857,-0.446940409395716,-0.298713947954834
"S6: Ultra Dispersed (100x)","Multinomial",50,0.234664480152964,0.715372854923595,0.115913536410701,0.433691372731186,-0.480708374770631,-0.317777836320485
"S6: Ultra Dispersed (100x)","Multinomial",100,0.211808276751642,0.712003210451819,0.104342234108345,0.433067303717682,-0.500194933700177,-0.328725069609337
"S6: Ultra Dispersed (100x)","Multinomial",500,0.191293357967074,0.709211381619692,0.093949766740611,0.432512299303311,-0.517918023652618,-0.3385625325627
"S6: Ultra Dispersed (100x)","Non-Multinomial",1,0.822686882575168,0.921507914898623,0.0909566229552315,0.432284076491814,-0.0988210323234554,-0.341327453536582
"S6: Ultra Dispersed (100x)","Non-Multinomial",2,0.564063622331829,0.82492063311596,0.0909588426826462,0.432271603131917,-0.260857010784131,-0.341312760449271
"S6: Ultra Dispersed (100x)","Non-Multinomial",3,0.455199776007443,0.788023326329382,0.0909776268275721,0.43227165255681,-0.332823550321939,-0.341294025729238
"S6: Ultra Dispersed (100x)","Non-Multinomial",4,0.405573165391225,0.767611307850461,0.0909851945252887,0.432272097889665,-0.362038142459236,-0.341286903364376
"S6: Ultra Dispersed (100x)","Non-Multinomial",5,0.37865891129495,0.758378095508803,0.0909952744867737,0.432285670571101,-0.379719184213853,-0.341290396084328
"S6: Ultra Dispersed (100x)","Non-Multinomial",10,0.296010049471716,0.733107167372754,0.0909897390892191,0.432289352061343,-0.437097117901038,-0.341299612972124
"S6: Ultra Dispersed (100x)","Non-Multinomial",25,0.235421342449071,0.71783108049336,0.0909923800482306,0.432295601843048,-0.482409738044289,-0.341303221794817
"S6: Ultra Dispersed (100x)","Non-Multinomial",50,0.211340972361497,0.712897846618432,0.0910010034249924,0.432283580390428,-0.501556874256935,-0.341282576965436
"S6: Ultra Dispersed (100x)","Non-Multinomial",100,0.199015722495223,0.710639101146727,0.0910043712029279,0.43228917038224,-0.511623378651504,-0.341284799179312
"S6: Ultra Dispersed (100x)","Non-Multinomial",500,0.188141003373571,0.708689639469934,0.0910055863091486,0.432296969987021,-0.520548636096362,-0.341291383677872
"S7: Ultra Narrow (100x)","Multinomial",1,0.942482405389607,0.942477597063495,0.471207025989611,0.471356337766574,4.80832611207499e-06,-0.000149311776963176
"S7: Ultra Narrow (100x)","Multinomial",2,0.711640731109498,0.705793434425219,0.358666691459646,0.352646317244496,0.0058472966842795,0.00602037421515046
"S7: Ultra Narrow (100x)","Multinomial",3,0.598746360032168,0.58913148013695,0.301539295547161,0.291919806008687,0.00961487989521792,0.00961948953847423
"S7: Ultra Narrow (100x)","Multinomial",4,0.52877931314611,0.516564117431967,0.266484477629734,0.254202495071191,0.0122151957141432,0.0122819825585424
"S7: Ultra Narrow (100x)","Multinomial",5,0.481020736922681,0.466973390627338,0.242400206332083,0.227941306973328,0.0140473462953422,0.0144588993587553
"S7: Ultra Narrow (100x)","Multinomial",10,0.364506730199085,0.343425195629681,0.183735403427794,0.16191853902757,0.0210815345694039,0.0218168644002236
"S7: Ultra Narrow (100x)","Multinomial",25,0.271253426604845,0.240317814357784,0.136148490659117,0.102749463288714,0.0309356122470603,0.0333990273704036
"S7: Ultra Narrow (100x)","Multinomial",50,0.232062028449894,0.194167855891154,0.115921786024784,0.0729569444428064,0.03789417255874,0.0429648415819774
"S7: Ultra Narrow (100x)","Multinomial",100,0.211344423640658,0.168320468203788,0.104327124502206,0.0519910844194173,0.0430239554368695,0.0523360400827884
"S7: Ultra Narrow (100x)","Multinomial",500,0.190560160810921,0.140502362953751,0.0939629644849118,0.0246957685469384,0.0500577978571703,0.0692671959379734
"S7: Ultra Narrow (100x)","Non-Multinomial",1,0.822835107536858,0.816564368538455,0.0910066547969178,0.0092467067663066,0.00627073899840364,0.0817599480306112
"S7: Ultra Narrow (100x)","Non-Multinomial",2,0.55508088610898,0.543931346542271,0.0910085884872996,0.00924666218610344,0.0111495395667086,0.0817619263011961
"S7: Ultra Narrow (100x)","Non-Multinomial",3,0.452965515993126,0.42104626862298,0.0909981937966401,0.00924610775713231,0.0319192473701458,0.0817520860395078
"S7: Ultra Narrow (100x)","Non-Multinomial",4,0.402206631123993,0.384551127369894,0.0909944877254308,0.00924669340231955,0.0176555037540986,0.0817477943231112
"S7: Ultra Narrow (100x)","Non-Multinomial",5,0.364554192476524,0.343581680085488,0.0909907058549171,0.00924695355451353,0.0209725123910361,0.0817437523004036
"S7: Ultra Narrow (100x)","Non-Multinomial",10,0.287181740738742,0.257735324385596,0.0910005823776654,0.00924702097684258,0.0294464163531457,0.0817535614008228
"S7: Ultra Narrow (100x)","Non-Multinomial",25,0.230167681039524,0.191195162395826,0.0910027514177866,0.00924724405510151,0.038972518643698,0.0817555073626851
"S7: Ultra Narrow (100x)","Non-Multinomial",50,0.208021625915854,0.163806777368717,0.0910074115642093,0.00924799564797391,0.0442148485471377,0.0817594159162354
"S7: Ultra Narrow (100x)","Non-Multinomial",100,0.198118667326722,0.151053327122202,0.0910102023206749,0.00924787879408433,0.0470653402045203,0.0817623235265905
"S7: Ultra Narrow (100x)","Non-Multinomial",500,0.187401151985156,0.1363102651788,0.0910084877823656,0.00924795106636916,0.0510908868063564,0.0817605367159964
